SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,LATITUDE,LONGITUDE
,Condo/Co-op,3242 N Milwaukee Ave Unit 4N,Chicago,IL,60618.0,585000.0,3.0,2.0,1850.0,,2010.0,26.0,316.0,250.0,41.9398362,-87.7255155
,Condo/Co-op,230 W Division St #702,Chicago,IL,60610.0,449000.0,2.0,2.0,1300.0,,2004.0,26.0,345.0,842.0,41.9040532,-87.6357004
,Single Family Residential,1319 W 32nd Pl,Chicago,IL,60608.0,745000.0,4.0,3.5,3000.0,2918.0,2005.0,27.0,248.0,180.0,41.8347789,-87.6594424
,Condo/Co-op,2028 W Augusta Blvd Unit 2E,Chicago,IL,60622.0,464900.0,2.0,2.0,1250.0,,2008.0,27.0,372.0,197.0,41.8997658,-87.6783192
,Townhouse,1640 N Orchard St Unit B,Chicago,IL,60614.0,1025000.0,3.0,3.0,2500.0,2950.0,1985.0,27.0,410.0,,41.9121694,-87.6462332
,Townhouse,1001 S Plymouth Ct Unit A,Chicago,IL,60605.0,569000.0,3.0,2.5,1800.0,,1980.0,27.0,316.0,430.0,41.869628,-87.6277476
,Single Family Residential,8216 S Hermitage Ave,Chicago,IL,60620.0,231000.0,4.0,2.5,1479.0,3920.0,1924.0,31.0,156.0,,41.744308,-87.6674053
,Condo/Co-op,756 W 14th St #301,Chicago,IL,60607.0,284900.0,2.0,1.0,1000.0,,2007.0,31.0,285.0,475.0,41.8636833,-87.6464505
,Single Family Residential,6004 S May St,Chicago,IL,60621.0,169900.0,4.0,2.0,1828.0,,1950.0,31.0,93.0,,41.7848106,-87.6537393
,Condo/Co-op,7442 N Hermitage Ave Unit 1J,Chicago,IL,60626.0,260000.0,3.0,2.0,1510.0,,1948.0,32.0,172.0,373.0,42.0172019,-87.6740429
,Condo/Co-op,550 N Saint Clair St #1406,Chicago,IL,60611.0,359900.0,1.0,1.0,850.0,,2008.0,33.0,423.0,595.0,41.8922991,-87.6229169
,Condo/Co-op,1850 N Clark St #2803,Chicago,IL,60614.0,350000.0,2.0,2.0,1100.0,,1968.0,33.0,318.0,1182.0,41.9163638,-87.6349749
,Multi-Family (2-4 Unit),1539 N Kolin Ave,Chicago,IL,60651.0,450000.0,6.0,3.0,,3049.0,1914.0,34.0,,,41.9088056,-87.7347993
,Condo/Co-op,702 E 51st St #3,Chicago,IL,60615.0,260000.0,3.0,2.0,1600.0,,1906.0,38.0,163.0,377.0,41.8024517,-87.6085902
,Single Family Residential,6933 S East End Ave,Chicago,IL,60649.0,325000.0,4.0,3.0,1440.0,31058.0,2000.0,39.0,226.0,,41.7688714,-87.5824877
,Condo/Co-op,3705 W Altgeld St #1,Chicago,IL,60647.0,238000.0,2.0,1.0,,,1932.0,39.0,,211.0,41.9262913,-87.7198726
,Condo/Co-op,240 E Illinois St #2603,Chicago,IL,60611.0,424000.0,1.0,1.0,,,2008.0,40.0,,745.0,41.8911546,-87.6210377
,Single Family Residential,4339 S Oakenwald Ave,Chicago,IL,60653.0,709000.0,4.0,3.0,3200.0,3092.0,2000.0,40.0,222.0,,41.8159812,-87.5965146
,Vacant Land,2434 N Saint Louis Ave,Chicago,IL,60647.0,415000.0,,,,3049.0,,42.0,,,41.9256343,-87.7149278
,Multi-Family (2-4 Unit),3657 N Lotus Ave,Chicago,IL,60641.0,730000.0,6.0,3.5,,3750.0,1925.0,42.0,,,41.9476172,-87.7628491
,Condo/Co-op,175 E Delaware Pl #7508,Chicago,IL,60611.0,2449900.0,4.0,4.5,4200.0,,1970.0,45.0,583.0,3998.0,41.8990143,-87.6228548
,Townhouse,2405 W Flournoy St Unit B,Chicago,IL,60612.0,349900.0,2.0,1.5,1500.0,,1997.0,46.0,233.0,216.0,41.8728108,-87.6865178
,Condo/Co-op,1515 S Prairie Ave #1004,Chicago,IL,60605.0,287000.0,1.0,1.5,900.0,,2003.0,49.0,319.0,807.0,41.8617675,-87.6202181
,Multi-Family (2-4 Unit),2500 N Mozart St,Chicago,IL,60647.0,1424900.0,6.0,5.5,,,1909.0,53.0,,,41.9267365,-87.6989904
,Vacant Land,11353 S Forest Ave,Chicago,IL,60628.0,24900.0,,,,,,53.0,,,41.6875659,-87.615311
,Single Family Residential,915 W 123rd St,Calumet Park,IL,60827.0,189900.0,4.0,2.0,1400.0,4329.0,1913.0,55.0,136.0,,41.6703091,-87.6449776
,Condo/Co-op,125 S Jefferson St #2408,Chicago,IL,60661.0,255000.0,1.0,1.0,780.0,,2003.0,59.0,327.0,580.0,41.879941,-87.6421575
,Multi-Family (5+ Unit),3259 W 62nd Pl,Chicago,IL,60629.0,1150000.0,24.0,12.0,,7993.0,1923.0,59.0,,,41.7797208,-87.7052113
,Single Family Residential,3009 N Newland Ave,Chicago,IL,60634.0,399900.0,4.0,3.5,1190.0,,1968.0,60.0,336.0,,41.9347955,-87.7989839
,Condo/Co-op,1415 N Dearborn St Unit 21B,Chicago,IL,60610.0,289999.0,2.0,2.0,1300.0,,1973.0,63.0,223.0,1264.0,41.9082511,-87.6297466
,Condo/Co-op,400 W Huron St #1002,Chicago,IL,60654.0,1499900.0,3.0,2.5,2200.0,,2017.0,63.0,682.0,2359.0,41.8949755,-87.6387316
,Condo/Co-op,1872 N Clybourn Ave #110,Chicago,IL,60614.0,469900.0,2.0,1.5,,,1901.0,66.0,,702.0,41.915025,-87.655973
,Condo/Co-op,1360 N Sandburg Ter Unit 608C,Chicago,IL,60610.0,229900.0,1.0,1.0,800.0,,1965.0,67.0,287.0,613.0,41.9074567,-87.6325602
,Condo/Co-op,1371 W Crystal St Unit C,Chicago,IL,60642.0,339900.0,2.0,2.0,1200.0,,,67.0,283.0,164.0,41.9042639,-87.6621131
,Condo/Co-op,340 W Superior St #804,Chicago,IL,60654.0,589000.0,2.0,2.0,1530.0,,2002.0,68.0,385.0,1255.0,41.8957828,-87.6377203
,Condo/Co-op,2 E Erie St #2605,Chicago,IL,60611.0,484900.0,2.0,2.0,1295.0,,1999.0,69.0,374.0,979.0,41.8943685,-87.6275053
,Condo/Co-op,260 E Chestnut St #1208,Chicago,IL,60611.0,165000.0,0.0,1.0,560.0,,1963.0,76.0,295.0,464.0,41.8985263,-87.6196672
,Single Family Residential,9368 S Longwood Dr,Chicago,IL,60643.0,629900.0,4.0,3.5,3355.0,8494.0,1905.0,76.0,188.0,,41.7234119,-87.6686121
,Condo/Co-op,2403 W Berenice Ave #201,Chicago,IL,60618.0,550000.0,3.0,2.0,,,2019.0,77.0,,345.0,41.9511881,-87.6886895
,Condo/Co-op,125 E 13th St #1003,Chicago,IL,60605.0,399900.0,2.0,2.0,,,2005.0,87.0,,542.0,41.8655862,-87.62288
,Single Family Residential,1035 W 92nd Pl,Chicago,IL,60620.0,289900.0,5.0,2.5,1986.0,3750.0,1926.0,88.0,146.0,,41.7257021,-87.6495795
,Single Family Residential,3504 W Medill Ave,Chicago,IL,60647.0,710000.0,4.0,3.5,2523.0,,1890.0,88.0,281.0,,41.9239162,-87.7140939
,Condo/Co-op,900 W Jackson Blvd Unit 7W,Chicago,IL,60607.0,799000.0,3.0,1.5,2300.0,,1905.0,95.0,347.0,963.0,41.8780558,-87.6499
,Condo/Co-op,757 N Orleans St #811,Chicago,IL,60654.0,479900.0,2.0,2.0,1248.0,,2008.0,98.0,385.0,665.0,41.8963014,-87.6365635
,Condo/Co-op,4914 S Drexel Blvd Unit 2W,Chicago,IL,60615.0,165000.0,2.0,1.0,1200.0,,1922.0,102.0,138.0,558.0,41.8053822,-87.6044885
,Single Family Residential,1518 E 73rd Pl,Chicago,IL,60619.0,360000.0,5.0,2.0,1880.0,5227.0,1923.0,102.0,191.0,,41.761747,-87.587689
,Condo/Co-op,3051 W Armitage Ave Unit 3W,Chicago,IL,60647.0,580000.0,3.0,2.0,1573.0,,2019.0,110.0,369.0,211.0,41.9172019,-87.7043679
,Single Family Residential,3327 W Glenlake Ave,Chicago,IL,60659.0,1149000.0,6.0,4.5,3800.0,8276.0,1946.0,111.0,302.0,,41.991859,-87.7125194
,Condo/Co-op,840 N Lake Shore Dr #1803,Chicago,IL,60611.0,2350000.0,3.0,3.5,3200.0,,2003.0,130.0,734.0,3460.0,41.8979713,-87.6180674
,Condo/Co-op,400 N La Salle Dr #1112,Chicago,IL,60654.0,287500.0,1.0,1.0,723.0,,2003.0,131.0,398.0,483.0,41.8897707,-87.6329244
,Condo/Co-op,3256 W Polk St Unit 3E,Chicago,IL,60624.0,164900.0,2.0,1.0,816.0,,1911.0,254.0,202.0,294.0,41.8711512,-87.7080632
,Condo/Co-op,3836 W Lexington St #1,Chicago,IL,60624.0,100000.0,4.0,1.0,1200.0,,1904.0,361.0,83.0,,41.8719103,-87.7218986
,Condo/Co-op,2444 W Berwyn Ave Unit 1N,Chicago,IL,60625.0,190000.0,2.0,1.0,1000.0,,1954.0,4.0,190.0,175.0,41.9784773,-87.6909609
,Single Family Residential,7720 S Marshfield Ave,Chicago,IL,60620.0,309900.0,3.0,2.5,2208.0,10890.0,1921.0,7.0,140.0,,41.753274,-87.665076
,Single Family Residential,2824 N Springfield Ave,Chicago,IL,60618.0,799900.0,7.0,2.5,1900.0,3876.0,1950.0,131.0,421.0,,41.9325901,-87.7248069
,Condo/Co-op,3950 N Lake Shore Dr #928,Chicago,IL,60613.0,279900.0,3.0,1.5,1200.0,,1955.0,1.0,233.0,1015.0,41.9542313,-87.6458372
,Single Family Residential,949 N Monticello Ave,Chicago,IL,60651.0,699500.0,5.0,5.5,3480.0,3125.0,2023.0,1.0,201.0,,41.8987244,-87.7173578
,Single Family Residential,903 S Mason Ave,Chicago,IL,60644.0,299999.0,3.0,2.0,1000.0,,1922.0,1.0,300.0,,41.8701955,-87.7727547
,Single Family Residential,3109 N Washtenaw Ave,Chicago,IL,60618.0,1299500.0,4.0,2.5,3200.0,5400.0,1892.0,1.0,406.0,,41.9381095,-87.6949431
,Single Family Residential,5731 N Maplewood Ave,Chicago,IL,60659.0,550000.0,4.0,3.0,,4125.0,,1.0,,,41.9859122,-87.692953
,Single Family Residential,2052 N Newland Ave,Chicago,IL,60707.0,549500.0,5.0,3.0,,10000.0,,1.0,,,41.9178159,-87.7994315
,Single Family Residential,6149 S Rutherford Ave,Chicago,IL,60638.0,324000.0,3.0,2.0,1132.0,3750.0,1961.0,1.0,286.0,,41.7797862,-87.7896166
,Condo/Co-op,88 W Schiller St Unit 2905L,Chicago,IL,60610.0,289500.0,1.0,1.0,,,1968.0,1.0,,651.0,41.9080921,-87.6312196
,Single Family Residential,1226 W 112th Pl,Chicago,IL,60643.0,229900.0,4.0,2.0,2080.0,3550.0,1964.0,1.0,111.0,,41.6896247,-87.6530868
,Single Family Residential,631 N Long Ave,Chicago,IL,60644.0,369500.0,5.0,3.0,1640.0,3325.0,1923.0,1.0,225.0,,41.8920886,-87.7602357
,Multi-Family (2-4 Unit),3442 N Halsted St,Chicago,IL,60657.0,1450000.0,9.0,7.5,,3050.0,,1.0,,,41.9448577,-87.6496542
,Single Family Residential,6842 S Justine St,Chicago,IL,60636.0,49900.0,3.0,1.0,3025.0,3005.0,1900.0,1.0,16.0,,41.7690955,-87.6629779
,Condo/Co-op,1934 W Belmont Ave Unit 3E,Chicago,IL,60657.0,709900.0,2.0,2.0,,,2023.0,1.0,,179.0,41.9398133,-87.677311
,Multi-Family (2-4 Unit),2906 E 91st St,Chicago,IL,60617.0,320000.0,9.0,3.0,,,1890.0,1.0,,,41.7302851,-87.5536325
,Single Family Residential,9934 S Malta St,Chicago,IL,60643.0,150000.0,3.0,2.0,,3223.0,1891.0,1.0,,,41.7129284,-87.6601284
,Condo/Co-op,55 W Erie St Unit GE,Chicago,IL,60654.0,324900.0,2.0,1.5,1200.0,,1884.0,1.0,271.0,369.0,41.8938783,-87.6302416
,Multi-Family (2-4 Unit),1429 N Leclaire Ave,Chicago,IL,60651.0,499900.0,5.0,2.0,,5458068.0,1913.0,1.0,,,41.9067851,-87.7531128
,Multi-Family (2-4 Unit),5013 W Superior St,Chicago,IL,60644.0,349900.0,4.0,3.0,,3125.0,1905.0,1.0,,,41.8938173,-87.7512833
,Condo/Co-op,3258 N Harlem Ave #506,Chicago,IL,60634.0,259900.0,2.0,2.0,,,2006.0,1.0,,327.0,41.9394508,-87.8071296
,Condo/Co-op,2105 W Caton St #303,Chicago,IL,60647.0,599000.0,2.0,2.0,,,2023.0,1.0,,250.0,41.9117586,-87.6801944
,Single Family Residential,4124 N Saint Louis Ave,Chicago,IL,60618.0,876000.0,4.0,3.5,3250.0,3149.0,,1.0,270.0,,41.9564471,-87.715703
,Condo/Co-op,7100 W Cullom Ave #219,Norridge,IL,60706.0,255000.0,2.0,1.5,1100.0,,1984.0,1.0,232.0,250.0,41.9587273,-87.8054218
,Single Family Residential,8417 S Scottsdale Ave S,Chicago,IL,60652.0,214999.0,3.0,1.0,1000.0,5040.0,1955.0,1.0,215.0,,41.7397694,-87.7344411
,Condo/Co-op,757 N Orleans St #612,Chicago,IL,60654.0,575000.0,2.0,2.0,1248.0,,2008.0,1.0,461.0,570.0,41.8963014,-87.6365635
,Multi-Family (2-4 Unit),4123 W Washington Blvd,Chicago,IL,60624.0,354900.0,10.0,4.5,,3125.0,,1.0,,,41.881709,-87.7292091
,Condo/Co-op,4944 N Spaulding Ave Unit G,Chicago,IL,60625.0,204500.0,2.0,1.0,1200.0,,,1.0,170.0,256.0,41.9715619,-87.711331
,Multi-Family (2-4 Unit),2108 S 47th Ct,Cicero,IL,60804.0,148000.0,4.0,2.0,,3484.0,1908.0,1.0,,,41.8526792,-87.7433745
,Condo/Co-op,111 E Chestnut St Unit 34K,Chicago,IL,60611.0,799000.0,2.0,2.0,1600.0,,1972.0,1.0,499.0,1482.0,41.8978884,-87.6251938
,Multi-Family (2-4 Unit),1007 W 62nd St,Chicago,IL,60621.0,179000.0,4.0,3.0,,1250.0,1920.0,1.0,,,41.7813283,-87.6500902
,Multi-Family (2-4 Unit),7538 S Perry Ave,Chicago,IL,60620.0,180000.0,8.0,4.0,,8000.0,1929.0,1.0,,,41.7569893,-87.6283364
,Condo/Co-op,6700 S South Shore Dr Unit 2J,Chicago,IL,60649.0,99000.0,1.0,1.0,800.0,,1970.0,1.0,124.0,560.0,41.7732979,-87.5670874
,Single Family Residential,3034 W Pershing Rd,Chicago,IL,60632.0,349000.0,5.0,2.0,3125.0,3123.0,,1.0,112.0,,41.8228497,-87.700896
,Multi-Family (2-4 Unit),3615 N Albany Ave,Chicago,IL,60618.0,719000.0,5.0,2.5,,,1906.0,1.0,,,41.9471305,-87.7050971
,Condo/Co-op,4011 N Francisco Ave #101,Chicago,IL,60618.0,272500.0,1.0,1.0,900.0,,2004.0,1.0,303.0,229.0,41.9542549,-87.7003782
,Condo/Co-op,4300 N Marine Dr #1706,Chicago,IL,60613.0,245000.0,1.0,1.0,1200.0,,1929.0,1.0,204.0,1016.0,41.9613116,-87.6471009
,Condo/Co-op,6252 S Gullikson Rd Unit 1S,Chicago,IL,60638.0,224900.0,2.0,2.0,,,1990.0,1.0,,160.0,41.7780125,-87.7984478
,Single Family Residential,3031 N Oleander Ave,Chicago,IL,60707.0,499899.0,5.0,3.0,2036.0,4390.0,1953.0,1.0,246.0,,41.9353313,-87.8149227
,Multi-Family (2-4 Unit),341 W 108th Pl,Chicago,IL,60628.0,119900.0,4.0,2.5,,,1925.0,1.0,,,41.6968431,-87.6320378
,Multi-Family (2-4 Unit),2038 S Ruble St,Chicago,IL,60616.0,319900.0,4.0,2.0,,3600.0,1890.0,1.0,,,41.8546984,-87.6439449
,Single Family Residential,3427 N Overhill Ave,Chicago,IL,60634.0,315000.0,2.0,2.0,,3125.0,,1.0,,,41.9421479,-87.818872
,Multi-Family (2-4 Unit),1928 S Ridgeway Ave,Chicago,IL,60623.0,100000.0,5.0,2.0,,2613.0,1903.0,1.0,,,41.8541692,-87.7190511
,Single Family Residential,1930 W Grace St,Chicago,IL,60613.0,1350000.0,4.0,3.5,3780.0,4125.0,1905.0,1.0,357.0,,41.9507275,-87.6775104
,Condo/Co-op,6171 N Sheridan Rd #509,Chicago,IL,60660.0,169900.0,1.0,1.0,790.0,,1971.0,1.0,215.0,544.0,41.9944051,-87.6549099
,Multi-Family (2-4 Unit),3242 W 38th Pl,Chicago,IL,60632.0,429000.0,8.0,4.0,,3125.0,1890.0,1.0,,,41.8237124,-87.7062028
,Condo/Co-op,1120 N Lake Shore Dr Unit 16C,Chicago,IL,60611.0,449999.0,2.0,2.0,1435.0,,1926.0,1.0,314.0,2815.0,41.9030623,-87.6250979
,Multi-Family (2-4 Unit),8209 S Marshfield Ave,Chicago,IL,60620.0,399900.0,11.0,3.0,,21780.0,1924.0,1.0,,,41.744567,-87.664154
,Single Family Residential,9103 S Normal Ave,Chicago,IL,60620.0,269000.0,4.0,2.0,2000.0,3125.0,1962.0,1.0,135.0,,41.7286833,-87.635845
,Single Family Residential,1034 N Ridgeway Ave,Chicago,IL,60651.0,320000.0,3.0,1.0,1050.0,,1880.0,2.0,305.0,,41.9001389,-87.7204355
,Single Family Residential,12857 S Aberdeen St,Calumet Park,IL,60827.0,97800.0,3.0,2.5,1132.0,4312.0,1966.0,2.0,86.0,,41.6597044,-87.6483823
,Condo/Co-op,6935 W 64th Pl Unit 2A,Chicago,IL,60638.0,159900.0,2.0,1.0,1000.0,15960.0,1963.0,2.0,160.0,362.0,41.7744665,-87.7946214
,Single Family Residential,3807 W 63rd St,Chicago,IL,60629.0,208000.0,4.0,3.0,1540.0,3101.0,1910.0,2.0,135.0,,41.7785082,-87.7182346
,Single Family Residential,9754 S Green St,Chicago,IL,60643.0,170000.0,3.0,1.0,1170.0,3571.0,1947.0,2.0,145.0,,41.7160442,-87.6445625
,Single Family Residential,3303 W 51 St,Chicago,IL,60632.0,229900.0,3.0,1.0,1040.0,,1961.0,2.0,221.0,,41.8005665,-87.7065216
,Single Family Residential,8410 S Carpenter St,Chicago,IL,60620.0,80000.0,3.0,1.0,1382.0,,1925.0,2.0,58.0,,41.7410414,-87.6501884
,Single Family Residential,9858 S Van Vlissingen Rd,Chicago,IL,60617.0,75000.0,3.0,1.0,1134.0,,1956.0,2.0,66.0,,41.7155651,-87.5747474
,Single Family Residential,3116 W Columbus Ave,Chicago,IL,60652.0,149000.0,3.0,2.5,1120.0,,1971.0,2.0,133.0,,41.7515417,-87.7007306
,Single Family Residential,3101 N Natchez Ave,Chicago,IL,60634.0,375000.0,3.0,1.0,1000.0,3750.0,1915.0,2.0,375.0,,41.9365991,-87.7880431
,Single Family Residential,7312 S Damen Ave,Chicago,IL,60636.0,260000.0,5.0,2.0,1900.0,3125.0,1963.0,2.0,137.0,,41.7607022,-87.6737259
,Condo/Co-op,5461 S Ingleside Ave Unit 3W,Chicago,IL,60615.0,149500.0,1.0,1.0,800.0,,1938.0,2.0,187.0,247.0,41.796117,-87.602314
,Single Family Residential,4444 S Berkeley Ave,Chicago,IL,60653.0,469000.0,4.0,3.0,2800.0,1750.0,1890.0,2.0,168.0,,41.8139196,-87.6009126
,Single Family Residential,2442 W 108th St,Chicago,IL,60655.0,340000.0,3.0,2.0,1464.0,,1926.0,2.0,232.0,,41.6974335,-87.6831142
,Single Family Residential,12015 S Wentworth Ave,Chicago,IL,60628.0,158900.0,3.0,1.0,1100.0,,1924.0,2.0,144.0,,41.6756548,-87.6271411
,Condo/Co-op,2100 N Lincoln Park West Unit 3D-N,Chicago,IL,60614.0,635000.0,2.0,2.0,1350.0,,1919.0,2.0,470.0,1413.0,41.9204815,-87.6367253
,Single Family Residential,4709 W 19th St,Cicero,IL,60804.0,280000.0,3.0,2.0,578.0,2824.0,1941.0,2.0,484.0,,41.8547858,-87.7424803
,Single Family Residential,3441 N Springfield Ave,Chicago,IL,60618.0,899999.0,5.0,4.0,3400.0,3125.0,2018.0,2.0,265.0,,41.9439943,-87.7246052
,Condo/Co-op,8 W Monroe St #1403,Chicago,IL,60603.0,320000.0,2.0,2.0,990.0,,1912.0,2.0,323.0,656.0,41.8808597,-87.6283136
,Multi-Family (2-4 Unit),1640 N Talman Ave,Chicago,IL,60647.0,1499888.0,8.0,8.0,,3125.0,1897.0,2.0,,,41.9115224,-87.6937157
,Single Family Residential,4957 N Keystone Ave,Chicago,IL,60630.0,659900.0,5.0,3.0,1454.0,9243.0,1919.0,2.0,454.0,,41.9717306,-87.7290552
,Condo/Co-op,3900 N Pine Grove Ave #907,Chicago,IL,60613.0,235000.0,1.0,1.0,,,1976.0,2.0,,537.0,41.9531669,-87.6482047
,Condo/Co-op,1134 W Granville Ave #506,Chicago,IL,60660.0,339000.0,2.0,2.0,1200.0,,2007.0,2.0,283.0,491.0,41.9947425,-87.6597943
,Single Family Residential,8841 S Throop St,Chicago,IL,60620.0,339900.0,5.0,3.0,2500.0,3149.0,1925.0,2.0,136.0,,41.7328024,-87.6553789
,Condo/Co-op,5816 N Nagle Ave Unit C,Chicago,IL,60646.0,160000.0,1.0,1.0,,,1968.0,2.0,,220.0,41.9867038,-87.7879817
,Single Family Residential,345 W Garfield Blvd,Chicago,IL,60621.0,239500.0,3.0,1.0,1800.0,4064.0,1963.0,2.0,133.0,,41.7938663,-87.6349292
,Multi-Family (2-4 Unit),4952 W Patterson Ave,Chicago,IL,60641.0,549900.0,4.0,3.0,,3875.0,1925.0,2.0,,,41.9472048,-87.7517102
,Multi-Family (2-4 Unit),7750 S Ridgeland Ave,Chicago,IL,60649.0,445999.0,9.0,3.0,,,1926.0,2.0,,,41.7536473,-87.5824694
,Single Family Residential,9936 S Peoria St,Chicago,IL,60643.0,250000.0,3.0,3.0,1592.0,3125.0,1949.0,2.0,157.0,,41.7130447,-87.6457098
,Single Family Residential,3723 W 55th St,Chicago,IL,60632.0,330000.0,6.0,2.5,1923.0,5000.0,1900.0,2.0,172.0,,41.7930751,-87.7167806
,Multi-Family (2-4 Unit),5746 N Western Ave,Chicago,IL,60659.0,729900.0,4.0,2.5,,5450.0,1931.0,2.0,,,41.9863503,-87.6898665
,Single Family Residential,7504 W Jonquil Ter,Niles,IL,60714.0,370000.0,2.0,2.0,1040.0,6733.0,1955.0,2.0,356.0,,42.0208214,-87.8141263
,Single Family Residential,2450 E 91st St,Chicago,IL,60617.0,205000.0,3.0,1.5,1107.0,2625.0,1964.0,2.0,185.0,,41.7301661,-87.5637933
,Single Family Residential,3935 W 85th St,Chicago,IL,60652.0,239900.0,4.0,1.0,990.0,,1952.0,2.0,242.0,,41.7383335,-87.7205327
,Single Family Residential,6649 S Kenneth Ave,Chicago,IL,60629.0,319900.0,6.0,2.0,2128.0,3746.0,1956.0,2.0,150.0,,41.7716252,-87.7333001
,Condo/Co-op,5415 N Sheridan Rd #2705,Chicago,IL,60640.0,192000.0,1.0,1.0,800.0,,1974.0,2.0,240.0,737.0,41.9801211,-87.6543366
,Single Family Residential,7017 S Eggleston Ave,Chicago,IL,60621.0,205000.0,4.0,2.0,1700.0,3125.0,,2.0,121.0,,41.7666208,-87.6357004
,Single Family Residential,707 E 90th St,Chicago,IL,60619.0,224000.0,5.0,2.0,1860.0,3125.0,,2.0,120.0,,41.7309424,-87.6067946
,Condo/Co-op,7337 S South Shore Dr #406,Chicago,IL,60649.0,62000.0,1.0,1.0,700.0,,1964.0,2.0,89.0,540.0,41.7633184,-87.5583573
,Condo/Co-op,30 E Elm St Unit 11A,Chicago,IL,60610.0,250000.0,1.0,1.0,,,1960.0,2.0,,653.0,41.9033419,-87.6274881
,Condo/Co-op,195 N Harbor Dr #2609,Chicago,IL,60601.0,450000.0,2.0,2.0,1140.0,,1991.0,2.0,395.0,,41.8856515,-87.6149036
,Single Family Residential,9107 S Racine Ave,Chicago,IL,60620.0,229900.0,3.0,2.0,1884.0,3689.0,1931.0,2.0,122.0,,41.7283539,-87.6528384
,Single Family Residential,9035 S Drexel Ave,Chicago,IL,60619.0,150000.0,4.0,1.0,1186.0,3101.0,1952.0,2.0,126.0,,41.7301559,-87.6007298
,Multi-Family (2-4 Unit),1442 N North Park Ave,Chicago,IL,60610.0,1960000.0,6.0,6.0,,2550.0,1998.0,2.0,,,41.9088586,-87.636947
,Single Family Residential,6136 N Avondale Ave,Chicago,IL,60631.0,349000.0,4.0,4.0,2400.0,11674.0,1893.0,2.0,145.0,,41.9930844,-87.8025676
,Single Family Residential,7717 S Bennett Ave,Chicago,IL,60649.0,340000.0,4.0,2.0,2768.0,3125.0,1922.0,2.0,123.0,,41.7547039,-87.5782216
,Single Family Residential,2924 W Belden Ave,Chicago,IL,60647.0,380000.0,3.0,2.0,,10890.0,,2.0,,,41.9235281,-87.7009856
,Single Family Residential,9040 S Loomis St,Chicago,IL,60620.0,344900.0,4.0,2.5,2407.0,6651.0,1910.0,2.0,143.0,,41.729151,-87.658378
,Condo/Co-op,6131 W 64th Pl Unit F3,Chicago,IL,60638.0,189900.0,2.0,1.0,800.0,,1972.0,2.0,237.0,200.0,41.7746163,-87.7751037
,Condo/Co-op,3560 W Palmer St Unit GB,Chicago,IL,60647.0,180000.0,1.0,1.0,,,1929.0,3.0,,371.0,41.9212341,-87.7160557
,Single Family Residential,7731 S Avalon Ave,Chicago,IL,60619.0,139900.0,5.0,2.0,1000.0,3125.0,1971.0,3.0,140.0,,41.7541134,-87.5940569
,Townhouse,335 W 42nd St,Chicago,IL,60609.0,215000.0,3.0,1.0,1134.0,,1964.0,3.0,190.0,,41.8179739,-87.6350189
,Single Family Residential,2111 W 54th Pl,Chicago,IL,60609.0,74000.0,3.0,2.0,1200.0,,1915.0,3.0,62.0,,41.7946347,-87.67726
,Single Family Residential,4006 N Oketo Ave,Norridge,IL,60706.0,347700.0,3.0,1.0,1200.0,3750.0,1926.0,3.0,290.0,,41.9531669,-87.8124939
,Single Family Residential,11441 S Fairfield Ave,Chicago,IL,60655.0,179900.0,3.0,2.0,1091.0,3920.0,1948.0,3.0,165.0,,41.685016,-87.689187
,Multi-Family (2-4 Unit),3033 W 5th Ave,Chicago,IL,60612.0,225000.0,8.0,4.0,,310726.0,1893.0,3.0,,,41.8791842,-87.7023662
,Vacant Land,9132 S Ashland Ave S,Chicago,IL,60620.0,325000.0,,,,2613.0,,3.0,,,41.7274995,-87.6631603
,Single Family Residential,1816 W Race Ave,Chicago,IL,60622.0,825000.0,4.0,3.5,2300.0,2160.0,1998.0,3.0,359.0,,41.891817,-87.6727428
,Condo/Co-op,5312 S Kenneth Ave S #2,Chicago,IL,60632.0,169900.0,2.0,2.0,1200.0,,2007.0,3.0,142.0,,41.7962598,-87.7345181
,Condo/Co-op,3207 N Nottingham Ave Unit 1C,Chicago,IL,60634.0,249900.0,2.0,2.0,1800.0,,1978.0,3.0,139.0,298.0,41.9382809,-87.804035
,Single Family Residential,415 W Roslyn Pl,Chicago,IL,60614.0,1295000.0,4.0,4.0,2800.0,1280.0,1880.0,3.0,463.0,,41.9278067,-87.6396711
,Condo/Co-op,1560 N Sandburg Ter Unit 501J,Chicago,IL,60610.0,499500.0,2.0,2.0,1250.0,,1970.0,3.0,400.0,1115.0,41.91056,-87.6327891
,Multi-Family (2-4 Unit),1709 N Troy St,Chicago,IL,60647.0,799000.0,10.0,4.0,,2613.0,,3.0,,,41.9122886,-87.7054897
,Multi-Family (2-4 Unit),7817 S Honore St,Chicago,IL,60620.0,329900.0,5.0,2.5,,3920.0,1926.0,3.0,,,41.7515326,-87.6692602
,Single Family Residential,1320 S 57th Ave,Cicero,IL,60804.0,229000.0,3.0,1.0,1400.0,3000.0,,3.0,164.0,,41.8629212,-87.7669475
