,SOLD DATE,PROPERTY TYPE,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,LATITUDE,LONGITUDE,mortgate_rate_date,MORTGAGE30US,SOLD YEAR Trans,SOLD DATE Trans,SOLD DAY OF WEEK,PCA,PRICE_TARGET,pred
38517,2023-08-29,Vacant Land,Chicago,IL,60608.0,8000000.0,0.0,0.0,0.0,233917.0,0.0,0.0,0.0,0.0,41.838349,-87.662516,2023-07-29,6.81,2023,2023.6666666666667,1,0.038456523152951796,8000000.0,261558.95
