WHITE,HISP,BLACK,ASIAN,OTHER,UND19,A20_34,A35_49,A50_64,A65_79,OV80,MED_AGE,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,MED_HV,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,GEOG,TOT_POP,TOT_HH,MED_ROOMS
29297,4295,335,1520,800,7398,5975,7934,8084,3987,2869,44.2534482758621,19425,18031,1394,10194,286599.456275487,2418,2565,2520,1979,2803,2026,71282.0512820513,Norwood Park,36247,14311,5.94305588304645
10316,1161,106,1501,612,3011,3191,3169,2372,1577,375,37.1371283783784,7145,6522,624,3919,168483.412322275,2031,1249,1311,1006,458,267,46638.418079096,O'Hare,13695,6321,4.54197802197802
142,209,5946,109,16,2248,1143,1468,977,511,75,32.5162162162162,3155,2477,678,1577,196666.666666667,1279,709,348,130,149,178,28435.6725146199,Oakland,6422,2793,4.40593047034765
32639,27107,812,2868,1415,15210,14414,14529,13380,5286,2023,37.9223395180209,37416,33926,3490,15237,253753.993610224,4722,5153,4606,2890,3154,2065,57030.7082714215,Portage Park,64841,22589,5.75155774525431
464,551,5380,34,72,1531,1353,1274,1316,820,207,40.0409090909091,3384,2728,656,1854,123391.089108911,1085,710,499,337,225,38,36728.3950617284,Pullman,6501,2894,5.55235602094241
77,278,6676,26,33,3466,1463,1108,706,276,71,20.5974789915966,2353,1393,960,1798,55571.4285714286,1543,534,110,91,16,0,14845.5056179775,Riverdale,7090,2294,4.99688230709275
22769,13135,13320,3501,1677,11852,16546,12865,8665,3352,1122,33.8329998180826,31691,28580,3093,13582,189788.13559322,8418,6171,3935,2128,1991,1177,37223.3400402414,Rogers Park,54402,23820,4.42586232641481
557,450,40846,185,467,11631,7897,7019,8612,5569,1777,38.8567092651757,18155,13540,4586,15635,125714.590443686,5109,3890,2340,1238,1373,382,37241.9724770642,Roseland,42505,14332,6.25565217391304
782,6083,20818,110,302,8536,5733,5213,4858,2751,1004,34.0631842713955,12409,9700,2709,8924,119157.420249653,4636,2828,1216,734,489,287,28503.8167938931,South Chicago,28095,10190,5.63647767185148
592,4580,9971,8,154,4415,2925,2670,3004,1851,440,37.063679245283,6989,5222,1767,4939,106118.513323983,1984,1434,830,371,337,112,35056.0224089636,South Deering,15305,5068,5.9255374934452
2267,62928,8158,181,292,24137,19875,16014,9057,3641,1102,29.0102301790281,29229,25383,3846,25735,143090.452261307,7368,6316,2631,845,715,173,30700.557966522,South Lawndale,73826,18048,4.96247643732328
1104,894,48089,182,1182,13856,10799,9730,10365,4849,1852,36.5204202898551,23772,18497,5276,16682,149170.918367347,10943,5036,3248,1617,1199,502,26425.1730103806,South Shore,51451,22545,5.05843967517401
20378,2156,4131,5733,1044,4915,14245,5903,5855,2137,387,32.3109402079723,22787,21494,1202,8486,338207.31096645,3139,2009,2150,2396,3355,5046,93254.3823038397,The Loop,33442,18095,3.70146368406518
30371,6402,11445,4831,2088,6638,18609,13179,10143,4378,2190,37.3386821546053,35418,31941,3472,13965,257241.910631741,9911,5462,4097,3244,3379,3138,45710.6455266138,Uptown,55137,29231,4.02865329512894
351,287,25968,0,510,6112,4857,4820,5940,3860,1527,42.8368421052632,13177,10583,2594,9589,139833.00589391,2597,2711,1595,1288,1045,265,44071.261682243,Washington Heights,27116,9501,6.36237144585602
48,158,11595,9,271,4876,2810,1905,1631,612,247,26.6263447432763,4967,3389,1578,3140,163619.402985075,2340,969,582,254,143,48,22084.7457627119,Washington Park,12081,4336,5.28185096153846
3241,15402,264,306,7,6366,4451,3904,2678,1341,480,31.1834484924623,9285,7914,1371,5018,160429.566563467,1182,1640,993,566,616,92,44791.1227154047,West Elsdon,19219,5088,5.83237492811961
235,1563,29955,11,392,9584,6597,5930,5373,3516,1156,34.651624015748,13296,8674,4622,11419,87955.8011049724,4562,2762,1294,640,354,132,27399.3808049536,West Englewood,32156,9744,6.07743045597935
315,354,16962,61,50,6237,3803,3291,2592,1402,417,29.377655538695,5699,4682,1017,6949,142500.0,2772,1260,691,455,137,44,23947.3684210526,West Garfield Park,17742,5359,5.85427887492519
4989,26395,1067,178,120,10654,7741,6901,4670,1869,914,31.5198531922158,16396,14185,2211,8007,153501.135503407,1630,2874,1836,1389,1063,282,50384.167636787,West Lawn,32749,9074,6.31983186855178
280,1351,26132,67,152,8308,5399,4966,5185,3288,835,35.9161151555261,12304,9095,3209,9072,109774.352100089,3555,2185,1518,919,596,285,33898.4375,West Pullman,27982,9058,6.32294226044226
31978,12672,8110,16868,2583,19462,15563,14244,13754,6727,2461,36.0082746143592,36075,32885,3190,19744,233175.559380379,6630,6447,3869,2671,3064,1725,46091.2343470483,West Ridge,72211,24406,5.42474775784753
50531,23321,6480,3517,2580,15453,37151,19877,8986,3637,1325,31.8709296201198,59403,55658,3745,14043,385644.65025591,6743,6168,5856,4588,6228,8138,75509.481255449,West Town,86429,37721,4.9122096645012
1865,585,20456,747,497,8195,5151,4574,3708,1968,554,30.8637718729747,9533,7359,2173,8640,153888.888888889,4706,1998,924,765,453,271,23985.5570839065,Woodlawn,24150,9117,5.30337653478854
