WHITE,HISP,BLACK,ASIAN,OTHER,UND19,A20_34,A35_49,A50_64,A65_79,OV80,MED_AGE,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,MED_HV,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,GEOG,TOT_POP,TOT_HH,MED_ROOMS
217,689,12829,13,106,3148,1579,3083,2756,2453,835,46.22395922,6368,4979,1389,5034,167191.358,1091,1376,1049,883,724,363,55702.47934,Calumet Heights,13854,5486,6.453431373
169,126,31244,28,356,8315,5824,6110,6755,3296,1623,39.67307692,14991,11312,3679,10578,149395.1613,5746,3546,2196,1047,761,409,31976.0274,Chatham,31924,13705,5.367813268
1934,24409,28451,448,356,20652,12016,10803,8366,2992,769,29.02461283,23703,19041,4655,15708,134824.6675,5602,5075,2362,1428,883,236,33981.25509,Chicago Lawn,55598,15586,5.829510366
12250,10554,147,300,148,6245,5558,4489,4145,1868,1094,34.65722834,12878,11513,1365,5326,196587.7915,1746,1725,1766,1303,1403,419,57734.20479,Clearing,23399,8362,5.794824399
2279,508,13583,2452,252,4056,5759,3378,3202,1768,911,33.79700405,9522,7630,1892,6944,226022.3048,3902,1925,1610,669,553,327,33574.76636,Douglas,19074,8986,3.93825441
29642,10439,463,1471,390,9126,9476,8474,9370,4058,1901,40.32713289,24138,21591,2547,11266,237288.3025,3081,3353,2971,2373,2497,897,60369.97319,Dunning,42405,15172,5.935622318
712,518,19240,81,146,7207,4515,3795,3234,1401,545,30.07557389,7402,5879,1498,7632,184882.4786,3431,1507,816,597,322,226,25196.93654,East Garfield Park,20696,6899,5.574557087
4146,18557,581,116,94,7813,5007,4744,3571,1608,750,31.64746601,10592,8835,1758,6361,130410.1839,1826,2010,1301,696,626,310,43198.92473,East Side,23494,6769,6.11515282
29695,9455,7390,6953,2055,8625,16929,13397,10139,4571,1887,37.19270308,34826,31378,3448,14701,232843.1373,8406,7285,4792,3113,2836,2307,44299.35012,Edgewater,55548,28739,4.140813008
9692,683,0,256,104,2151,1931,2516,2335,1085,716,42.97847913,5992,5552,440,2901,327579.5564,569,870,659,803,860,770,80230.38605,Edison Park,10735,4532,5.984257871
188,308,27426,22,417,9411,6208,4544,4965,2264,969,30.95780201,10241,6603,3588,10663,113112.7451,5739,2000,1097,359,223,100,19168.25095,Englewood,28361,9518,5.744417178
13751,2214,153,2359,254,4975,2566,3766,4272,1967,1186,42.53075035,9750,9115,636,4818,418627.451,887,1034,897,802,1382,1745,92331.67082,Forest Glen,18732,6746,6.887620192
79,228,2534,15,11,751,567,456,536,473,85,38.47454545,1114,725,388,1174,106166.6667,705,281,73,75,37,15,16965.64885,Fuller Park,2867,1186,5.170926518
1627,35998,1545,365,45,14512,10060,8359,4531,1632,486,27.67160804,19066,15457,3609,8900,158993.1421,2577,3588,1698,888,520,122,37321.42857,Gage Park,39580,9393,5.66858679
17700,14368,1770,600,234,8705,6573,7678,6712,3391,1613,39.01281337,18258,15945,2313,9789,214217.033,2105,2505,2476,1874,1841,1060,62946.80111,Garfield Ridge,34672,11861,5.942902639
957,631,20257,100,441,6355,4386,5156,3577,2209,703,36.2010846,10807,8018,2754,6550,228747.3233,4392,1977,1400,890,675,531,30523.25581,Grand Boulevard,22386,9865,5.141348089
392,577,31348,37,450,10635,5766,6099,6391,2417,1496,35.002476,14316,10845,3471,10222,141617.2986,5612,2911,1745,849,630,348,27865.13158,Greater Grand Crossing,32804,12095,5.586128414
4002,5079,686,20,67,2661,1945,1901,1956,976,416,37.20055788,4473,4035,437,3105,146517.8571,950,894,613,506,388,258,48177.57009,Hegewisch,9854,3609,5.776633523
1842,22750,332,149,192,8036,6225,5053,3978,1502,471,31.00368652,12989,11176,1813,5664,217574.2574,1939,2282,1393,637,509,188,38477.40668,Hermosa,25265,6948,5.70203252
2852,27886,21481,104,465,17213,13151,9986,8141,3447,850,30.2483979,21651,17930,3721,17735,182039.6146,6774,4626,2414,1375,721,394,30580.13766,Humboldt Park,52788,16304,5.570872947
12561,1324,8888,3204,854,5591,8922,4849,3964,2367,1138,32.3355031,14559,13227,1320,8968,253212.6168,3772,2724,2324,1062,1203,1473,47864.17323,Hyde Park,26831,12558,4.478776088
23748,26387,1536,3984,1186,14952,14540,13760,9002,3589,998,33.94208174,31868,28509,3339,12390,291098.3347,4501,6122,3017,2319,2251,2092,48078.1759,Irving Park,56841,20302,5.441475827
18061,5682,344,2689,436,6399,5267,6335,5266,2788,1157,39.65068493,14635,12779,1856,7167,283987.467,2056,2244,1557,1263,1727,1062,60412.17672,Jefferson Park,27212,9909,5.645083102
3204,745,12552,1155,365,3806,4714,3093,3535,2072,801,37.08632813,8956,7563,1393,5796,261956.5217,3368,2124,1152,813,810,878,37056.45161,Kenwood,18021,9145,4.470791566
77336,7294,3245,6310,2356,10607,50274,19032,10018,4872,1738,30.55735821,72560,68982,3487,14504,370270.2703,9104,9250,8333,6281,8319,11057,73364.38704,Lake View,96541,52344,4.412085345
53706,4665,2766,3330,1422,11459,29136,12028,7797,4088,1381,29.7271455,44320,41964,2356,12994,494291.025,5815,4202,4405,3501,5389,9000,87382.17652,Lincoln Park,65889,32312,4.528458162
24949,6333,1793,4513,1079,6432,12669,9067,6624,3048,827,35.31497097,25435,23343,2065,7697,353759.3985,3464,3889,3250,2231,2376,2456,61121.27548,Lincoln Square,38667,17666,5.047843992
30632,34770,4286,2103,1211,16445,26635,16984,8541,3555,842,31.64537102,43723,40360,3363,15738,344166.0434,7094,6733,5035,3043,3463,3698,53148.97413,Logan Square,73002,29066,5.452754469
4385,28835,1349,379,405,9800,11035,7185,4535,1925,873,30.03312893,19760,16586,3174,7580,228961.7486,4003,3923,2041,971,769,290,35689.75904,Lower West Side,35353,11997,4.789132119
2987,10026,473,2852,200,5118,3873,3219,3016,855,457,32.47019231,8183,7004,1179,4194,211512.605,1541,1459,1092,486,382,182,41618.85246,McKinley Park,16538,5142,5.598137536
4405,6352,521,913,142,2953,2892,2524,2431,1104,429,37.48477918,6652,5690,962,3346,225813.7432,1095,1289,807,491,492,201,43738.73874,Montclare,12333,4376,5.510300429
7774,466,14828,103,413,6264,4376,4369,4911,2334,1330,39.20808495,11501,9860,1632,6975,178496.9088,1571,1685,1344,1155,1371,863,63541.66667,Morgan Park,23584,7990,6.54305835
16110,1120,827,169,171,5623,3132,3986,3613,1345,698,36.74410112,9763,8905,849,4313,233836.858,684,802,1123,1193,1670,989,88023.88935,Mount Greenwood,18397,6461,6.288783482
59441,4853,8217,8762,1942,7375,34090,15326,13984,9411,3029,35.11989183,57401,53232,4169,19947,421504.8382,10108,6623,7958,6117,7844,13889,81459.45725,Near North Side,83215,52539,3.724824481
10384,1257,5078,3762,561,3050,7468,5166,3474,1552,332,35.00581717,14943,14144,796,3444,354459.799,1939,2172,2094,1247,1933,2806,73763.17771,Near South Side,21042,12191,3.797743056
23559,5890,17328,7917,1183,10637,24280,10457,6827,2746,930,30.96867671,34956,31226,3709,13602,325377.7367,7140,3242,3890,3206,4116,4697,67446.35673,Near West Side,55877,26291,3.981521608
6120,22419,11974,804,372,14826,9895,8508,5905,1997,557,28.71724138,18736,14305,4432,11287,156926.0204,4230,3741,1734,846,563,256,32332.81087,New City,41689,11370,5.365767878
26755,4962,639,1270,908,6732,12069,8722,4441,1936,634,33.45976241,22870,21629,1225,5572,484659.6357,1590,2292,2622,1864,2712,3850,87888.9485,North Center,34534,14930,5.635305139
681,2187,32807,85,409,13552,8213,5514,5863,2077,950,27.30709078,11960,9019,2941,13605,152914.3258,5706,2595,1380,599,380,151,23066.28057,North Lawndale,36169,10811,5.657724329
9531,3457,381,5402,447,5064,4115,3889,2867,2297,986,36.4352861,9700,8695,1005,5708,322531.1601,1681,1105,1070,955,871,761,58744.97992,North Park,19218,6443,5.740181269
29301,5436,363,1475,564,7902,6067,8260,7975,4012,2924,43.85221667,19946,18132,1814,10362,298903.0858,2426,3009,2276,2440,2440,1827,68811.57635,Norwood Park,37140,14419,6.125721352
10239,1751,176,1319,405,2830,3736,2891,2672,1428,333,36.61486957,7632,7006,626,3682,170833.3333,1738,1629,1100,971,544,207,44300.0,O'Hare,13890,6189,4.54377312
105,200,5779,149,14,2165,1226,1303,930,489,134,31.67155172,2976,2111,865,1538,245180.7229,1595,533,278,98,143,178,21305.66802,Oakland,6247,2825,4.366080662
31863,27362,757,2461,1146,15771,13727,14419,12588,5287,1797,37.25598436,36359,31875,4433,14617,257670.1154,4708,5934,4357,3006,3053,1432,53556.6706,Portage Park,63589,22489,5.702366223
582,675,5626,30,21,1591,1379,1364,1432,850,318,40.44308511,3436,2599,837,2202,131935.4839,976,773,547,440,154,25,40818.45238,Pullman,6934,2915,5.541595197
0,308,6670,0,28,3282,1512,1223,581,332,76,21.64109589,2340,1368,972,1850,80581.39535,1643,377,175,98,0,0,14008.45865,Riverdale,7006,2293,5.049147442
22304,14189,15461,3450,1761,13194,18055,12566,9101,3044,1205,32.6592437,33040,29747,3283,14034,211241.2178,8253,5904,4171,2109,2562,1005,39440.38929,Rogers Park,57165,24004,4.485426334
505,488,42853,151,498,12626,7602,8009,8965,5498,1795,39.21087234,18414,14031,4312,16914,135181.7335,5103,4305,2879,1290,1128,352,37469.84318,Roseland,44495,15057,6.206090998
837,6570,21308,133,204,8807,6017,5371,4824,3116,917,34.00362185,12136,9430,2706,9680,125573.6715,4683,2983,1330,782,481,296,29748.40256,South Chicago,29052,10555,5.654443596
678,4813,10056,41,155,4879,2793,3044,2881,1719,427,36.07070099,6415,5116,1299,5587,109958.8939,2086,1290,910,455,240,69,31482.21344,South Deering,15743,5050,5.871169126
2587,59082,8014,109,159,22190,20400,14762,8574,3019,1006,28.69062187,28666,23876,4790,24175,155976.0132,6841,5655,2430,1035,610,119,31515.70489,South Lawndale,69951,16690,4.97372452
769,886,48908,127,1178,13768,11052,9958,10750,4625,1715,36.71762115,25077,19361,5716,15939,178892.944,10634,5555,3246,1786,1422,502,28501.86567,South Shore,51868,23145,5.04105126
17626,1688,3454,5054,792,3553,12648,5110,5243,1618,442,32.57752753,19698,18688,994,7211,334332.13,2705,2000,2180,2076,3068,3620,86313.82466,The Loop,28614,15649,3.667983565
29312,6627,10796,5803,1911,6900,18153,13558,9653,4244,1941,36.97592386,34911,31532,3370,13875,268901.6173,10432,5169,4149,3384,3352,2717,44430.06608,Uptown,54449,29203,4.014203347
248,290,25267,1,435,6055,4559,4852,5341,4059,1375,43.22670572,12321,9518,2803,9504,145926.5891,2678,2893,1655,996,1000,142,40418.5022,Washington Heights,26241,9364,6.201771654
13,170,11202,0,145,4653,2410,1819,1719,655,274,26.74955527,4582,3125,1457,3099,160966.9811,2384,868,464,268,98,98,19319.37173,Washington Park,11530,4180,5.308192458
3536,15418,268,285,36,6491,4499,4123,2662,1219,548,31.1668125,9732,8108,1624,4618,175196.5409,1083,1731,879,706,631,51,46031.97674,West Elsdon,19543,5081,5.885892116
358,985,32827,40,422,11156,7289,6535,5326,3340,986,32.43581292,14318,9008,5310,12095,99838.70968,4875,2965,1290,550,404,99,26435.67639,West Englewood,34632,10183,6.1921946
290,156,18174,26,77,6626,4399,3228,2652,1429,389,28.03563596,6061,4398,1663,7284,171516.3934,2724,1397,721,415,187,21,25132.74336,West Garfield Park,18724,5465,5.768317853
5306,26576,1097,108,112,11064,8277,6598,4746,1548,966,30.67700409,16196,14310,1886,7924,167625.4889,1809,2826,1665,1389,935,307,47639.27577,West Lawn,33199,8931,6.246663797
314,1224,28002,52,215,9671,5382,5449,5121,3280,905,34.46764706,11785,9015,2770,10390,121938.7755,3420,2447,1541,982,646,247,35733.47107,West Pullman,29808,9283,6.335035006
31630,13994,7529,17702,2450,20220,15438,15029,13424,6728,2466,35.91358268,35136,31573,3563,21061,243299.5495,6253,6635,4165,2671,2723,1722,47048.12638,West Ridge,73305,24169,5.473442817
48847,23984,6490,3271,1967,14823,36486,18868,9135,3803,1444,31.74530838,57494,53369,4062,14790,390266.5688,7462,6459,5950,4595,5947,7000,69640.22706,West Town,84559,37413,4.95434268
1849,354,18567,682,417,6766,4829,4083,3834,1750,607,32.85420354,9831,7453,2363,7370,183020.8333,4502,2080,1082,570,495,198,24735.57692,Woodlawn,21869,8927,5.274070385
