WHITE,HISP,BLACK,ASIAN,OTHER,UND19,A20_34,A35_49,A50_64,A65_79,OV80,MED_AGE,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,MED_HV,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,GEOG,TOT_POP,TOT_HH,MED_ROOMS
15870,1040,826,410,211,5410,3336,4129,3458,1366,658,36.60549242,9572,8734,822,4558,230700.1466,696,864,1030,1049,1785,992,89728.31268,Mount Greenwood,18357,6416,6.234393064
60299,4828,7908,9031,2239,7424,35757,14842,13597,9899,2786,34.48596369,58372,54436,3936,19814,414878.0488,9823,6647,7804,6399,8061,14230,83626.34787,Near North Side,84305,52964,3.756599589
10087,1424,5558,4246,706,3262,7490,5574,3598,1700,397,35.46211237,15494,14744,746,3549,354946.6825,2135,2235,1982,1450,2034,2763,74315.21739,Near South Side,22021,12599,3.783829428
25091,6046,17802,8731,1229,11149,26281,11116,6729,2799,825,30.57811118,37077,33063,3974,14226,321152.0302,7127,3217,3814,3292,4547,4976,70925.36408,Near West Side,58899,26973,4.003022518
5441,23511,11217,913,437,14632,9687,8312,6004,2204,681,28.84295597,18540,13923,4617,11511,132072.9537,4585,3612,1665,875,500,272,30769.00238,New City,41520,11508,5.413899304
27043,4817,594,1313,1048,7144,11782,8801,4375,1971,742,33.45324713,22655,21591,1038,5599,485532.9949,1528,2103,2341,2021,2751,3926,91860.46512,North Center,34815,14670,5.693984196
713,2358,32077,84,391,12861,8432,5613,5741,1982,994,27.78110608,12406,9257,3149,12889,139222.2222,5665,2524,1380,587,482,117,23324.59207,North Lawndale,35623,10755,5.594253426
8998,3864,531,4359,306,4301,3887,3293,2995,2366,1216,38.12663126,9318,8389,929,5311,306243.3862,1788,1328,977,895,743,745,52590.23355,North Park,18058,6476,5.53968254
29745,4529,343,1359,675,7841,5432,8227,8031,3975,3145,44.69699557,19447,17723,1724,10424,288740.5482,2527,2677,2339,2301,2612,1940,71071.15821,Norwood Park,36651,14397,6.028921998
10543,1678,152,1372,584,3237,3692,3187,2508,1432,272,35.84538462,7484,6818,666,4035,169212.963,1922,1451,1224,929,475,221,43702.2293,O'Hare,14329,6221,4.509995835
147,122,6052,140,12,2164,1273,1493,942,504,97,31.73080645,3139,2274,865,1663,218604.6512,1409,663,298,73,141,226,24841.26984,Oakland,6473,2810,4.378834356
32750,26979,827,2866,999,15432,14650,14454,12853,5150,1882,37.23864807,37412,32973,4439,14816,252829.9916,4903,5323,4582,3105,3007,1565,55212.82051,Portage Park,64421,22485,5.70556872
605,570,5735,42,18,1586,1366,1467,1449,820,282,40.1027972,3564,2647,917,2113,124116.1616,1059,711,536,350,252,19,38286.51685,Pullman,6970,2927,5.560817084
74,180,6910,0,26,3364,1602,1240,642,261,81,21.51702128,2512,1496,1016,1765,68548.3871,1545,493,171,92,15,0,14390.49587,Riverdale,7190,2316,5.074222668
22094,13530,14325,3526,1578,12231,16774,12568,8803,3396,1281,33.60330231,31727,28748,2960,13925,194045.677,8502,5690,3836,2092,2209,1158,37932.09877,Rogers Park,55053,23487,4.440842662
471,489,42822,150,335,12634,7676,7770,8669,5776,1742,39.07625456,18183,13623,4528,16656,127297.7941,4994,4035,2798,1306,1151,365,38105.9719,Roseland,44267,14649,6.270762091
875,6494,20802,106,273,8795,5803,5257,4976,2782,937,33.74894545,12160,9533,2627,9333,119583.9311,4591,2819,1262,726,444,334,29518.18182,South Chicago,28550,10176,5.671573604
709,4931,9722,36,172,4585,2899,2918,2924,1733,511,36.82537129,6771,5299,1472,5213,107080.4196,1962,1349,820,439,339,93,33625.49801,South Deering,15570,5002,5.902056277
2393,61499,8570,170,249,23730,20414,15474,8665,3512,1086,28.63152033,29161,24642,4519,25317,150814.3939,6899,6234,2568,957,659,130,31385.56338,South Lawndale,72881,17447,4.970626478
928,1179,48198,155,990,14082,10530,9612,10683,4809,1734,36.66119403,24463,18963,5500,15820,161045.9184,10737,5368,3344,1664,1125,491,27391.3872,South Shore,51450,22729,5.002323141
19094,1823,3786,5131,808,3711,13467,5578,5330,2091,465,32.68228126,20993,19875,1097,7743,342346.6161,2695,2064,2179,2282,3191,4283,90436.02103,The Loop,30642,16694,3.669554283
28972,6964,10785,5285,2056,6770,17657,12955,10184,4421,2075,37.4984531,35021,31483,3532,13460,268469.7509,10320,5357,4075,3387,3284,2872,44288.14383,Uptown,54062,29295,3.956508404
198,359,25394,1,483,5762,5016,4674,5603,3895,1485,43.13680075,12989,9977,3012,9386,137955.8541,2744,2743,1512,1110,983,191,40607.31132,Washington Heights,26435,9283,6.251958225
33,246,11070,11,287,4672,2519,1899,1642,658,257,26.80716198,4668,3280,1388,3063,169642.8571,2223,905,543,290,115,96,22270.91633,Washington Park,11647,4172,5.312687014
3403,15371,135,260,24,6250,4370,3852,2777,1371,573,31.58862137,9415,8149,1266,4904,162521.7391,1108,1778,897,603,630,70,44883.38192,West Elsdon,19192,5087,5.872193437
258,1297,32203,11,503,10439,7341,6352,5535,3561,1044,33.46563636,14220,8987,5233,11930,91310.34483,4696,2829,1334,651,411,115,27061.45967,West Englewood,34272,10036,6.140441587
289,399,18091,49,65,6750,4200,3458,2786,1339,361,28.53489736,5915,4702,1213,7378,158133.9713,2685,1386,749,445,132,35,25421.12299,West Garfield Park,18894,5432,5.765411893
5350,26926,932,143,126,11179,8003,6934,4694,1802,865,30.88889447,16123,14049,2074,8418,160475.4704,1721,2923,1581,1437,1084,304,48891.99255,West Lawn,33477,9050,6.291509434
279,1275,26308,51,258,8646,5232,5153,5154,3124,862,35.65809061,11820,8796,3024,9574,114431.382,3539,2291,1571,936,579,244,34154.35746,West Pullman,28171,9159,6.317769321
32839,13088,7644,17097,2351,20305,15361,14754,13368,6758,2473,35.75326226,35670,32115,3555,20152,231152.4164,6237,6375,4278,2718,2924,1713,48066.74566,West Ridge,73019,24245,5.485691574
49536,23740,6205,3351,2379,15025,36608,19508,9058,3621,1391,31.84025386,58449,54058,4353,14233,384663.2783,6995,6285,6198,4380,5931,7429,71267.18213,West Town,85211,37218,4.949063803
1951,438,19339,640,449,7437,4970,4308,3766,1814,522,31.70636423,9723,7508,2200,7960,166087.4439,4381,2215,989,606,516,247,25801.33556,Woodlawn,22817,8954,5.278629857
