the_geom,OBJECTID_1,PARK,PARK_NO,FACILITY_N,FACILITY_T,X_COORD,Y_COORD,GISOBJID
POINT (-87.66883658351928 41.998637801678974),2199,SCHREIBER,1061,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.66883658,41.9986378,5246
POINT (-87.66997199266395 41.99899824413943),2200,SCHREIBER,1061,BASKETBALL BACKBOARD,OUTDOOR,-87.66997199,41.99899824,5247
POINT (-87.67027596050538 41.998997880969355),2201,SCHREIBER,1061,BASKETBALL BACKBOARD,OUTDOOR,-87.67027596,41.99899788,5248
POINT (-87.71297516112004 41.7918270220037),2202,"SENKA (EDWARD ""DUKE"")",309,BASKETBALL BACKBOARD,OUTDOOR,-87.71297516,41.79182702,5249
POINT (-87.71282909591571 41.79192152049418),2203,"SENKA (EDWARD ""DUKE"")",309,BASKETBALL BACKBOARD,OUTDOOR,-87.7128291,41.79192152,5250
POINT (-87.71301716501175 41.79196065183221),2204,"SENKA (EDWARD ""DUKE"")",309,BASKETBALL BACKBOARD,OUTDOOR,-87.71301717,41.79196065,5251
POINT (-87.81651043533516 41.98086323091606),2889,ORIOLE,59,PLAYGROUND,OUTDOOR,-87.81651044,41.98086323,3536
POINT (-87.71282969455925 41.792123533841604),2205,"SENKA (EDWARD ""DUKE"")",309,BASKETBALL BACKBOARD,OUTDOOR,-87.71282969,41.79212353,5252
POINT (-87.71298412727633 41.792217750079885),2206,"SENKA (EDWARD ""DUKE"")",309,BASKETBALL BACKBOARD,OUTDOOR,-87.71298413,41.79221775,5253
POINT (-87.71302119181071 41.79207120754821),2207,"SENKA (EDWARD ""DUKE"")",309,BASKETBALL BACKBOARD,OUTDOOR,-87.71302119,41.79207121,5254
POINT (-87.66763955836247 41.9885332740113),2208,SENN (NICHOLAS),227,BASKETBALL BACKBOARD,OUTDOOR,-87.66763956,41.98853327,5255
POINT (-87.66759580583995 41.98874860203712),2209,SENN (NICHOLAS),227,BASKETBALL BACKBOARD,OUTDOOR,-87.66759581,41.9887486,5256
POINT (-87.66787592033637 41.98867876294052),2210,SENN (NICHOLAS),227,BASKETBALL BACKBOARD,OUTDOOR,-87.66787592,41.98867876,5257
POINT (-87.66806433323299 41.98867628161385),2211,SENN (NICHOLAS),227,BASKETBALL BACKBOARD,OUTDOOR,-87.66806433,41.98867628,5258
POINT (-87.63853338994835 41.90224690524824),2212,SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR,-87.63853339,41.90224691,5259
POINT (-87.638312413914 41.90225903612693),2213,SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR,-87.63831241,41.90225904,5260
POINT (-87.63809605440261 41.902261093648846),2214,SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR,-87.63809605,41.90226109,5261
POINT (-87.63775826810217 41.902238845369865),2215,SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR,-87.63775827,41.90223885,5262
POINT (-87.63776923128685 41.90247460472151),2216,SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR,-87.63776923,41.9024746,5263
POINT (-87.6381071637332 41.90248338481141),2217,SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR,-87.63810716,41.90248338,5264
POINT (-87.6383100770839 41.902474512265115),2218,SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR,-87.63831008,41.90247451,5265
POINT (-87.63852200326816 41.90246569389498),2219,SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR,-87.638522,41.90246569,5266
POINT (-87.80030570823831 41.943379346273616),2220,SHABBONA,148,BASKETBALL BACKBOARD,OUTDOOR,-87.80030571,41.94337935,5267
POINT (-87.8002920123315 41.94318489974099),2221,SHABBONA,148,BASKETBALL BACKBOARD,OUTDOOR,-87.80029201,41.9431849,5268
POINT (-87.716347591496 41.85024743705392),2222,SHEDD (JOHN G.),212,BASKETBALL BACKBOARD,OUTDOOR,-87.71634759,41.85024744,5269
POINT (-87.71647818187795 41.85017819686496),2223,SHEDD (JOHN G.),212,BASKETBALL BACKBOARD,OUTDOOR,-87.71647818,41.8501782,5270
POINT (-87.71661618923449 41.850238518436996),2224,SHEDD (JOHN G.),212,BASKETBALL BACKBOARD,OUTDOOR,-87.71661619,41.85023852,5271
POINT (-87.65620621539472 41.79828481367152),2225,SHERMAN (JOHN),7,BASKETBALL BACKBOARD,OUTDOOR,-87.65620622,41.79828481,5272
POINT (-87.65622300836675 41.79850407402677),2226,SHERMAN (JOHN),7,BASKETBALL BACKBOARD,OUTDOOR,-87.65622301,41.79850407,5273
POINT (-87.65648098375956 41.7984936835473),2227,SHERMAN (JOHN),7,BASKETBALL BACKBOARD,OUTDOOR,-87.65648098,41.79849368,5274
POINT (-87.65647366526476 41.79828162515988),2228,SHERMAN (JOHN),7,BASKETBALL BACKBOARD,OUTDOOR,-87.65647367,41.79828163,5275
POINT (-87.63502691619702 41.79046074863202),2229,SHERWOOD (JESSE),1014,BASKETBALL BACKBOARD,OUTDOOR,-87.63502692,41.79046075,5276
POINT (-87.63503505886669 41.79066823166842),2230,SHERWOOD (JESSE),1014,BASKETBALL BACKBOARD,OUTDOOR,-87.63503506,41.79066823,5277
POINT (-87.71540745717716 41.91133172953356),2231,SIMONS (ALMIRA),124,BASKETBALL BACKBOARD,OUTDOOR,-87.71540746,41.91133173,5278
POINT (-87.71566215034818 41.91132998107076),2232,SIMONS (ALMIRA),124,BASKETBALL BACKBOARD,OUTDOOR,-87.71566215,41.91132998,5279
POINT (-87.66028171448119 41.88000696134497),2233,SKINNER (MARK),211,BASKETBALL BACKBOARD,OUTDOOR,-87.66028171,41.88000696,5280
POINT (-87.66027795634105 41.87981827195529),2234,SKINNER (MARK),211,BASKETBALL BACKBOARD,OUTDOOR,-87.66027796,41.87981827,5281
POINT (-87.66054575469812 41.87981412398952),2235,SKINNER (MARK),211,BASKETBALL BACKBOARD,OUTDOOR,-87.66054575,41.87981412,5282
POINT (-87.66055525029165 41.88000284698405),2236,SKINNER (MARK),211,BASKETBALL BACKBOARD,OUTDOOR,-87.66055525,41.88000285,5283
POINT (-87.63123321759927 41.714012346924804),2237,SMITH (WENDELL),272,BASKETBALL BACKBOARD,OUTDOOR,-87.63123322,41.71401235,5284
POINT (-87.6312418463728 41.71419543867435),2238,SMITH (WENDELL),272,BASKETBALL BACKBOARD,OUTDOOR,-87.63124185,41.71419544,5285
POINT (-87.63150390464149 41.714189081166595),2239,SMITH (WENDELL),272,BASKETBALL BACKBOARD,OUTDOOR,-87.6315039,41.71418908,5286
POINT (-87.63150946561795 41.71400342272082),2240,SMITH (WENDELL),272,BASKETBALL BACKBOARD,OUTDOOR,-87.63150947,41.71400342,5287
POINT (-87.66146411044153 41.9337126655905),2241,SOUTH LAKEVIEW,290,BASKETBALL BACKBOARD,OUTDOOR,-87.66146411,41.93371267,5288
POINT (-87.66134624569506 41.933764747030374),2242,SOUTH LAKEVIEW,290,BASKETBALL BACKBOARD,OUTDOOR,-87.66134625,41.93376475,5289
POINT (-87.66146998073333 41.93382668656264),2243,SOUTH LAKEVIEW,290,BASKETBALL BACKBOARD,OUTDOOR,-87.66146998,41.93382669,5290
POINT (-87.66159076143413 41.93376617783574),2244,SOUTH LAKEVIEW,290,BASKETBALL BACKBOARD,OUTDOOR,-87.66159076,41.93376618,5291
POINT (-87.64475385870927 41.906138822513014),2245,STANTON (EDWIN),109,BASKETBALL BACKBOARD,OUTDOOR,-87.64475386,41.90613882,5292
POINT (-87.64500419543792 41.90613794111176),2246,STANTON (EDWIN),109,BASKETBALL BACKBOARD,OUTDOOR,-87.6450042,41.90613794,5293
POINT (-87.64474336236498 41.90578024640733),2247,STANTON (EDWIN),109,BASKETBALL BACKBOARD,OUTDOOR,-87.64474336,41.90578025,5294
POINT (-87.64473594716917 41.90558010210538),2248,STANTON (EDWIN),109,BASKETBALL BACKBOARD,OUTDOOR,-87.64473595,41.9055801,5295
POINT (-87.64500649023358 41.90577586916624),2249,STANTON (EDWIN),109,BASKETBALL BACKBOARD,OUTDOOR,-87.64500649,41.90577587,5296
POINT (-87.64500384347615 41.90557694370904),2250,STANTON (EDWIN),109,BASKETBALL BACKBOARD,OUTDOOR,-87.64500384,41.90557694,5297
POINT (-87.62803688570142 41.8083107957092),2251,TAYLOR (ROBERT ROCHON),271,BASKETBALL BACKBOARD,OUTDOOR,-87.62803689,41.8083108,5306
POINT (-87.62804527555846 41.80850380423972),2252,TAYLOR (ROBERT ROCHON),271,BASKETBALL BACKBOARD,OUTDOOR,-87.62804528,41.8085038,5307
POINT (-87.62832229834422 41.80850264617119),2253,TAYLOR (ROBERT ROCHON),271,BASKETBALL BACKBOARD,OUTDOOR,-87.6283223,41.80850265,5308
POINT (-87.62831108835628 41.80830533197694),2254,TAYLOR (ROBERT ROCHON),271,BASKETBALL BACKBOARD,OUTDOOR,-87.62831109,41.80830533,5309
POINT (-87.628426511173 41.80840680676566),2255,TAYLOR (ROBERT ROCHON),271,BASKETBALL BACKBOARD,OUTDOOR,-87.62842651,41.80840681,5310
POINT (-87.65837869643889 41.857194358362634),2256,THROOP (AMOS GAGER),1159,BASKETBALL BACKBOARD,OUTDOOR,-87.6583787,41.85719436,5311
POINT (-87.65861432805103 41.8571930877752),2257,THROOP (AMOS GAGER),1159,BASKETBALL BACKBOARD,OUTDOOR,-87.65861433,41.85719309,5312
POINT (-87.6006570102325 41.778230997388114),2258,TILL-MOBLEY (MAMIE),1154,BASKETBALL BACKBOARD,OUTDOOR,-87.60065701,41.778231,5313
POINT (-87.60066189055581 41.77836146931424),2259,TILL-MOBLEY (MAMIE),1154,BASKETBALL BACKBOARD,OUTDOOR,-87.60066189,41.77836147,5314
POINT (-87.60091892577361 41.77836012990304),2260,TILL-MOBLEY (MAMIE),1154,BASKETBALL BACKBOARD,OUTDOOR,-87.60091893,41.77836013,5315
POINT (-87.60091886609888 41.77822551917375),2261,TILL-MOBLEY (MAMIE),1154,BASKETBALL BACKBOARD,OUTDOOR,-87.60091887,41.77822552,5316
POINT (-87.73493441847214 41.88529230326841),2262,TILTON (GEORGE),1064,BASKETBALL BACKBOARD,OUTDOOR,-87.73493442,41.8852923,5317
POINT (-87.73490279948125 41.88547203216333),2263,TILTON (GEORGE),1064,BASKETBALL BACKBOARD,OUTDOOR,-87.7349028,41.88547203,5318
POINT (-87.67954275840941 41.87944396752516),2264,"TOUHY-HERBERT (JOHN, VICTOR)",1065,BASKETBALL BACKBOARD,OUTDOOR,-87.67954276,41.87944397,5319
POINT (-87.679285180431 41.87944631198457),2265,"TOUHY-HERBERT (JOHN, VICTOR)",1065,BASKETBALL BACKBOARD,OUTDOOR,-87.67928518,41.87944631,5320
POINT (-87.67928921397466 41.87967597515198),2266,"TOUHY-HERBERT (JOHN, VICTOR)",1065,BASKETBALL BACKBOARD,OUTDOOR,-87.67928921,41.87967598,5321
POINT (-87.67166080544783 42.0199185530491),2267,WHITE (WILLYE B.),1043,BASKETBALL BACKBOARD,OUTDOOR,-87.67166081,42.01991855,5394
POINT (-87.67623300767917 41.90787034074625),2268,"WICKER (CHARLES, JOEL)",214,BASKETBALL BACKBOARD,OUTDOOR,-87.67623301,41.90787034,5395
POINT (-87.67634585288859 41.907936733551566),2269,"WICKER (CHARLES, JOEL)",214,BASKETBALL BACKBOARD,OUTDOOR,-87.67634585,41.90793673,5396
POINT (-87.67643718604734 41.90786198069741),2270,"WICKER (CHARLES, JOEL)",214,BASKETBALL BACKBOARD,OUTDOOR,-87.67643719,41.90786198,5397
POINT (-87.67633461250527 41.90778897615444),2271,"WICKER (CHARLES, JOEL)",214,BASKETBALL BACKBOARD,OUTDOOR,-87.67633461,41.90778898,5398
POINT (-87.77926048927527 42.00703404506016),2272,WILDWOOD,257,BASKETBALL BACKBOARD,OUTDOOR,-87.77926049,42.00703405,5399
POINT (-87.7794313458105 42.007036060764854),2273,WILDWOOD,257,BASKETBALL BACKBOARD,OUTDOOR,-87.77943135,42.00703606,5400
POINT (-87.77949460611973 42.00692321605361),2274,WILDWOOD,257,BASKETBALL BACKBOARD,OUTDOOR,-87.77949461,42.00692322,5401
POINT (-87.77932378088612 42.00691762721066),2275,WILDWOOD,257,BASKETBALL BACKBOARD,OUTDOOR,-87.77932378,42.00691763,5402
POINT (-87.62906275101294 41.843138127426805),2276,WILLIAMS (DANIEL HALE),261,BASKETBALL BACKBOARD,OUTDOOR,-87.62906275,41.84313813,5403
POINT (-87.62933982050038 41.84311382223216),2277,WILLIAMS (DANIEL HALE),261,BASKETBALL BACKBOARD,OUTDOOR,-87.62933982,41.84311382,5404
POINT (-87.7589405010903 41.96386010609568),2278,WILSON (FRANK),145,BASKETBALL BACKBOARD,OUTDOOR,-87.7589405,41.96386011,5405
POINT (-87.75885008248396 41.96397685411673),2279,WILSON (FRANK),145,BASKETBALL BACKBOARD,OUTDOOR,-87.75885008,41.96397685,5406
POINT (-87.75895136725154 41.96407169294875),2280,WILSON (FRANK),145,BASKETBALL BACKBOARD,OUTDOOR,-87.75895137,41.96407169,5407
POINT (-87.75904678075405 41.963967356573015),2281,WILSON (FRANK),145,BASKETBALL BACKBOARD,OUTDOOR,-87.75904678,41.96396736,5408
POINT (-87.543343146759 41.69856694476127),2282,WOLFE (RICHARD),1072,BASKETBALL BACKBOARD,OUTDOOR,-87.54334315,41.69856694,5409
POINT (-87.54344752980396 41.69866071065217),2283,WOLFE (RICHARD),1072,BASKETBALL BACKBOARD,OUTDOOR,-87.54344753,41.69866071,5410
POINT (-87.54334377411784 41.69876932893186),2284,WOLFE (RICHARD),1072,BASKETBALL BACKBOARD,OUTDOOR,-87.54334377,41.69876933,5411
POINT (-87.54324571181141 41.698666302018886),2285,WOLFE (RICHARD),1072,BASKETBALL BACKBOARD,OUTDOOR,-87.54324571,41.6986663,5412
POINT (-87.58382875264859 41.76178355597133),2286,WOODHULL (ROSS),1073,BASKETBALL BACKBOARD,OUTDOOR,-87.58382875,41.76178356,5413
POINT (-87.58382501190844 41.76159091355158),2287,WOODHULL (ROSS),1073,BASKETBALL BACKBOARD,OUTDOOR,-87.58382501,41.76159091,5414
POINT (-87.58457676185054 41.76211394319629),2288,WOODHULL (ROSS),1073,BASKETBALL BACKBOARD,OUTDOOR,-87.58457676,41.76211394,5415
POINT (-87.58489000068067 41.76210254636004),2289,WOODHULL (ROSS),1073,BASKETBALL BACKBOARD,OUTDOOR,-87.58489,41.76210255,5416
POINT (-87.5843991996431 41.76177682460859),2290,WOODHULL (ROSS),1073,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.5843992,41.76177682,5417
POINT (-87.66639360869827 41.92781397846951),2291,WRIGHTWOOD,1074,BASKETBALL BACKBOARD,OUTDOOR,-87.66639361,41.92781398,5418
POINT (-87.66630841573841 41.92791402925705),2292,WRIGHTWOOD,1074,BASKETBALL BACKBOARD,OUTDOOR,-87.66630842,41.92791403,5419
POINT (-87.66640158600015 41.92801762897153),2293,WRIGHTWOOD,1074,BASKETBALL BACKBOARD,OUTDOOR,-87.66640159,41.92801763,5420
POINT (-87.66647331625482 41.927917500828144),2294,WRIGHTWOOD,1074,BASKETBALL BACKBOARD,OUTDOOR,-87.66647332,41.9279175,5421
POINT (-87.66654744259718 41.92791039012528),2295,WRIGHTWOOD,1074,BASKETBALL BACKBOARD,OUTDOOR,-87.66654744,41.92791039,5422
POINT (-87.66664273308679 41.92781039779048),2296,WRIGHTWOOD,1074,BASKETBALL BACKBOARD,OUTDOOR,-87.66664273,41.9278104,5423
POINT (-87.6667326436399 41.927903924284884),2297,WRIGHTWOOD,1074,BASKETBALL BACKBOARD,OUTDOOR,-87.66673264,41.92790392,5424
POINT (-87.66664061323357 41.92801399054891),2298,WRIGHTWOOD,1074,BASKETBALL BACKBOARD,OUTDOOR,-87.66664061,41.92801399,5425
POINT (-87.68567459646695 41.92273782894732),2299,SENIOR CITIZENS MEML.,455,SHUFFLEBOARD,SPECIAL,-87.6856746,41.92273783,5426
POINT (-87.65615407011207 41.799243484548036),2300,SHERMAN (JOHN),7,HANDBALL/RACQUET (OUT),OUTDOOR,-87.65615407,41.79924348,5427
POINT (-87.64997578802004 41.97766713429308),2301,LINCOLN (ABRAHAM),100,BASKETBALL BACKBOARD,OUTDOOR,-87.64997579,41.97766713,5428
POINT (-87.65011428990422 41.97785090483201),2302,LINCOLN (ABRAHAM),100,BASKETBALL BACKBOARD,OUTDOOR,-87.65011429,41.9778509,5429
POINT (-87.76174227445486 42.000693340460025),2303,EDGEBROOK,335,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.76174227,42.00069334,5430
POINT (-87.72365945220687 41.97479475621591),2304,FIELD (EUGENE),41,BASKETBALL COURT,OUTDOOR,-87.72365945,41.97479476,5431
POINT (-87.7236536931864 41.974863092000255),2305,FIELD (EUGENE),41,BASKETBALL BACKBOARD,OUTDOOR,-87.72365369,41.97486309,5432
POINT (-87.72365751951597 41.97472971349518),2306,FIELD (EUGENE),41,BASKETBALL BACKBOARD,OUTDOOR,-87.72365752,41.97472971,5433
POINT (-87.65762309082046 41.86469807774282),2307,FOSCO (PETER),1030,GYMNASIUM,INDOOR,-87.65762309,41.86469808,5434
POINT (-87.72339527236969 41.97469691075472),2308,FIELD (EUGENE),41,COMMUNITY GARDEN,OUTDOOR,-87.72339527,41.97469691,5435
POINT (-87.63492731269602 41.812154632739244),2309,FULLER (MELVILLE),4,GYMNASIUM,INDOOR,-87.63492731,41.81215463,5436
POINT (-87.63421449649677 41.81217251004502),2310,FULLER (MELVILLE),4,BOXING CENTER,INDOOR,-87.6342145,41.81217251,5437
POINT (-87.66142636215193 41.89667118118226),2311,ECKHART (BERNARD),208,BOXING CENTER,INDOOR,-87.66142636,41.89667118,5438
POINT (-87.68289056317069 41.79448239894728),2312,GAGE (GEORGE),22,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.68289056,41.7944824,5439
POINT (-87.68311865329076 41.7929816533394),2313,GAGE (GEORGE),22,ARTIFICIAL TURF REG,OUTDOOR,-87.68311114,41.79289974,5440
POINT (-87.68459741641144 41.793482696049324),2314,GAGE (GEORGE),22,GYMNASIUM,INDOOR,-87.68459742,41.7934827,5441
POINT (-87.71783114711513 41.876397767253565),2315,GARFIELD (JAMES),204,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.71783115,41.87639777,5442
POINT (-87.71675508420431 41.883250249637605),2316,GARFIELD (JAMES),204,CASTING PIER,OUTDOOR,-87.71675508,41.88325025,5443
POINT (-87.7177440445299 41.87561297219314),2317,GARFIELD (JAMES),204,SPRAY FEATURE,OUTDOOR,-87.71774404,41.87561297,5444
POINT (-87.60353812592923 41.70892191492862),2319,GATELY (JAMES),244,BASKETBALL COURT,OUTDOOR,-87.60353813,41.70892191,5446
POINT (-87.60380811772427 41.70891433839405),2320,GATELY (JAMES),244,BASKETBALL COURT,OUTDOOR,-87.60380812,41.70891434,5447
POINT (-87.60381261101156 41.70902299611134),2321,GATELY (JAMES),244,BASKETBALL BACKBOARD,OUTDOOR,-87.60381261,41.709023,5448
POINT (-87.60380532917661 41.70882355836605),2322,GATELY (JAMES),244,BASKETBALL BACKBOARD,OUTDOOR,-87.60380533,41.70882356,5449
POINT (-87.60353315548984 41.70902408033668),2323,GATELY (JAMES),244,BASKETBALL BACKBOARD,OUTDOOR,-87.60353316,41.70902408,5450
POINT (-87.603534424217 41.70882755554165),2324,GATELY (JAMES),244,BASKETBALL BACKBOARD,OUTDOOR,-87.60353442,41.70882756,5451
POINT (-87.60042922886312 41.75580513398802),2325,GRAND CROSSING,15,GYMNASIUM,INDOOR,-87.60042923,41.75580513,5452
POINT (-87.62186171752755 41.870994732596046),2326,GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR,-87.62186172,41.87099473,5453
POINT (-87.62170707884324 41.87100099522199),2327,GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR,-87.62170708,41.871001,5454
POINT (-87.62155259913307 41.87099281714564),2328,GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR,-87.6215526,41.87099282,5455
POINT (-87.62134974024063 41.87099155967942),2329,GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR,-87.62134974,41.87099156,5456
POINT (-87.62116628162964 41.87098320142203),2330,GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR,-87.62116628,41.8709832,5457
POINT (-87.6210018225278 41.87100384367837),2331,GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR,-87.62100182,41.87100384,5458
POINT (-87.6966966858233 41.96930903053653),2332,GROSS (THEODORE),1031,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.69669669,41.96930903,5459
POINT (-87.72295478195655 41.975264302214654),2333,FIELD (EUGENE),41,WETLAND AREA,OUTDOOR,-87.72295478,41.9752643,5460
POINT (-87.7314246603221 41.97391263872198),2334,GOMPERS (SAMUEL),40,LAGOON,OUTDOOR,-87.73142466,41.97391264,5461
POINT (-87.72904633874482 41.97518842062202),2335,GOMPERS (SAMUEL),40,WETLAND AREA,OUTDOOR,-87.72904634,41.97518842,5462
POINT (-87.69516960227521 41.9251020060096),2336,HAAS (JOSEPH),1032,GYMNASIUM,INDOOR,-87.6951696,41.92510201,5463
POINT (-87.69516822400256 41.92524030776523),2337,HAAS (JOSEPH),1032,FITNESS CENTER,INDOOR,-87.69516822,41.92524031,5464
POINT (-87.69702513256254 41.95207033396765),2338,CALIFORNIA,189,ICESKATING,INDOOR,-87.69702513,41.95207033,5768
POINT (-87.78114611285322 41.789195044979806),2339,WENTWORTH (JOHN),238,ICESKATING,OUTDOOR,-87.7811461129,41.789195045,5767
POINT (-87.638686031064 41.76281791991049),2340,HAMILTON (ALEXANDER),9,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.63868603,41.76281792,5467
POINT (-87.63824302314953 41.762583393679634),2341,HAMILTON (ALEXANDER),9,HANDBALL/RACQUET (OUT),OUTDOOR,-87.63824302,41.76258339,5468
POINT (-87.63824414097483 41.76247982136905),2342,HAMILTON (ALEXANDER),9,HANDBALL/RACQUET (OUT),OUTDOOR,-87.63824414,41.76247982,5469
POINT (-87.6373971076374 41.762838342280865),2343,HAMILTON (ALEXANDER),9,GYMNASIUM,INDOOR,-87.63739711,41.76283834,5470
POINT (-87.6797279776458 41.93749943522759),2344,HAMLIN (HANNIBAL),106,GYMNASIUM,INDOOR,-87.67972798,41.93749944,5471
POINT (-87.67986736414595 41.93734333127454),2345,HAMLIN (HANNIBAL),106,BOXING CENTER,INDOOR,-87.67986736,41.93734333,5472
POINT (-87.67183095975452 41.85669912658601),2346,HARRISON (CARTER),213,GYMNASIUM,INDOOR,-87.67183096,41.85669913,5473
POINT (-87.6718530785881 41.85688817604402),2347,HARRISON (CARTER),213,BOXING CENTER,INDOOR,-87.67185308,41.85688818,5474
POINT (-87.67167929827343 41.85681970228087),2348,HARRISON (CARTER),213,FITNESS CENTER,INDOOR,-87.6716793,41.8568197,5475
POINT (-87.60707629147925 41.86253065065921),2349,NORTHERLY ISLAND,34,BOAT LAUNCH NON-MOTORIZED,OUTDOOR,-87.60707629,41.86253065,6068
POINT (-87.6849104592085 41.92173246534833),2350,HOLSTEIN,203,GYMNASIUM,INDOOR,-87.68491046,41.92173247,5478
POINT (-87.69711786928802 41.95693540295443),2351,HORNER (HENRY),228,BASEBALL SR,OUTDOOR,-87.69711787,41.9569354,5479
POINT (-87.69629814536263 41.95735600400646),2352,HORNER (HENRY),228,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.69629815,41.957356,5480
POINT (-87.69628216819424 41.956360687199876),2353,HORNER (HENRY),228,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.69628217,41.95636069,5481
POINT (-87.67861702067663 41.831996046122974),2354,HOYNE (THOMAS),1036,HORSESHOE COURT,OUTDOOR,-87.67861702,41.83199605,5482
POINT (-87.67856691240587 41.831997389222195),2355,HOYNE (THOMAS),1036,HORSESHOE COURT,OUTDOOR,-87.67856691,41.83199739,5483
POINT (-87.57313559532807 41.77715165814976),2356,JACKSON (ANDREW),19,HARBOR,OUTDOOR,-87.5731356,41.77715166,5484
POINT (-87.57801492774499 41.77818735227496),2357,JACKSON (ANDREW),19,HARBOR,OUTDOOR,-87.57801493,41.77818735,5485
POINT (-87.57942449291887 41.78777063530949),2358,JACKSON (ANDREW),19,HARBOR,OUTDOOR,-87.57942449,41.78777064,5486
POINT (-87.57630515096282 41.78195297348634),2359,JACKSON (ANDREW),19,BASKETBALL COURT,OUTDOOR,-87.57630515,41.78195297,5487
POINT (-87.5764793080149 41.781866456188204),2360,JACKSON (ANDREW),19,BASKETBALL COURT,OUTDOOR,-87.57647931,41.78186646,5488
POINT (-87.57621220536777 41.78184563836469),2361,JACKSON (ANDREW),19,BASKETBALL BACKBOARD,OUTDOOR,-87.57621221,41.78184564,5489
POINT (-87.5764031211721 41.78206605798738),2362,JACKSON (ANDREW),19,BASKETBALL BACKBOARD,OUTDOOR,-87.57640312,41.78206606,5490
POINT (-87.5765696405141 41.78197949023055),2363,JACKSON (ANDREW),19,BASKETBALL BACKBOARD,OUTDOOR,-87.57656964,41.78197949,5491
POINT (-87.57638636225015 41.78175912120449),2364,JACKSON (ANDREW),19,BASKETBALL BACKBOARD,OUTDOOR,-87.57638636,41.78175912,5492
POINT (-87.58319263998894 41.77354306020973),2365,JACKSON (ANDREW),19,PLAYGROUND,OUTDOOR,-87.58319264,41.77354306,5493
POINT (-87.58206083897504 41.779407801843384),2366,JACKSON (ANDREW),19,BASEBALL JR/SOFTBALL,OUTDOOR,-87.58206084,41.7794078,5494
POINT (-87.58311361377247 41.77974901761678),2367,JACKSON (ANDREW),19,BASEBALL JR/SOFTBALL,OUTDOOR,-87.58311361,41.77974902,5495
POINT (-87.58359153579205 41.778936684358314),2368,JACKSON (ANDREW),19,BASEBALL JR/SOFTBALL,OUTDOOR,-87.58359154,41.77893668,5496
POINT (-87.72137542870857 41.9661638363383),2369,JENSEN (CHRIST),82,GYMNASIUM,INDOOR,-87.72137543,41.96616384,5497
POINT (-87.69371458060562 41.818087037840264),2370,KELLY (EDWARD),260,BASKETBALL COURT,OUTDOOR,-87.69371458,41.81808704,5498
POINT (-87.73810971687195 41.92911448247657),2371,KELVYN (WILLIAM),126,GYMNASIUM,INDOOR,-87.73810972,41.92911448,5499
POINT (-87.59740578062755 41.81432014436139),2372,KENNICOTT (JONATHAN),485,GYMNASIUM,INDOOR,-87.59740578,41.81432014,5500
POINT (-87.73857472799422 41.943562455562535),2373,KILBOURN,84,TRACK,OUTDOOR,-87.73857473,41.94356246,5501
POINT (-87.64417573317579 41.96350128000462),2376,LINCOLN (ABRAHAM),100,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.64417573,41.96350128,5508
POINT (-87.64156164395084 41.96399114622669),2377,LINCOLN (ABRAHAM),100,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.64156164,41.96399115,5509
POINT (-87.64206944282343 41.96501613609593),2378,LINCOLN (ABRAHAM),100,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.64206944,41.96501614,5510
POINT (-87.65003780369138 41.972500853593274),2379,LINCOLN (ABRAHAM),100,FITNESS CENTER,INDOOR,-87.6500378,41.97250085,5511
POINT (-87.64999685675232 41.972366181224814),2380,LINCOLN (ABRAHAM),100,GYMNASIUM,INDOOR,-87.64999686,41.97236618,5512
POINT (-87.66033018988998 42.01059159481018),2381,LOYOLA,115,SHUFFLEBOARD,SPECIAL,-87.66033019,42.01059159,5513
POINT (-87.66035602247563 42.010577099848724),2382,LOYOLA,115,SHUFFLEBOARD,SPECIAL,-87.66035602,42.0105771,5514
